order_id,source_order_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,temp_min,temp_max,line,due_sort,campaign_id,campaign_tons,is_virtual,seq,prev_width,prev_thickness,prev_group,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,temp_conflict,group_switch,non_pc_direct_switch,global_seq,line_seq
0020049981-000020#M440,0020049981-000020,DC01,PC,1500.0,1.2,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,56,1500.0,1.5,PC,0.0,False,False,False,False,False,False,104,46
0020049981-000040#M448,0020049981-000040,DC01,PC,1500.0,1.5,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,57,1500.0,1.2,PC,0.0,False,False,False,False,False,False,105,47
0020050276-000060#M263,0020050276-000060,DC01,PC,1500.0,1.5,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,58,1500.0,1.5,PC,0.0,False,False,False,False,False,False,106,48
0020050208-000060#M270,0020050208-000060,DC01,PC,1500.0,1.8,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,59,1500.0,1.5,PC,0.0,False,False,False,False,False,False,107,49
0020049981-000070#M438,0020049981-000070,DC01,PC,1500.0,2.0,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,60,1500.0,1.8,PC,0.0,False,False,False,False,False,False,108,50
0020050208-000090#M274,0020050208-000090,DC01,PC,1500.0,2.0,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,61,1500.0,2.0,PC,0.0,False,False,False,False,False,False,109,51
0020049983-000130#M424,0020049983-000130,DC01,PC,1500.0,1.5,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,62,1500.0,2.0,PC,0.0,False,False,False,False,False,False,110,52
0020050276-000070#M264,0020050276-000070,DC01,PC,1500.0,1.8,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,63,1500.0,1.5,PC,0.0,False,False,False,False,False,False,111,53
0020050276-000030#M260,0020050276-000030,DC01,PC,1500.0,2.0,810.0,24.0,52.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,64,1500.0,1.8,PC,0.0,False,False,False,False,False,False,112,54
0030084745-000080#M219,0030084745-000080,HC340LA,低合金高强,1353.0,2.0,770.0,24.0,78.0,2025-10-31,小辊,small_only,1.0,770.0,770.0,small_roll,2025-10-31,1,1512.5,False,65,1500.0,2.0,PC,147.0,False,False,False,False,True,True,113,55
0030084275-000010#M328,0030084275-000010,HC420LA,低合金高强,1397.0,1.5,790.0,21.5,130.0,2025-10-31,小辊,small_only,1.0,790.0,790.0,small_roll,2025-10-31,1,1512.5,False,67,1353.0,2.0,低合金高强,-44.0,True,False,False,False,False,False,114,56
0030085363-000010#M130,0030085363-000010,T1500HS,HOTFORM,1372.0,1.4,840.0,24.0,78.0,2025-12-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-12-15,1,1512.5,False,69,1397.0,1.5,低合金高强,25.0,False,False,False,False,True,True,115,57
0030085175-000190#M120,0030085175-000190,T1500HS,HOTFORM,1335.0,1.2,840.0,22.5,75.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1512.5,False,70,1372.0,1.4,HOTFORM,37.0,False,False,False,False,False,False,116,58
0020050205-000100#M308,0020050205-000100,DC01,PC,1250.0,1.2,810.0,21.5,194.8,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,72,1335.0,1.2,HOTFORM,85.0,False,False,False,False,True,True,117,59
0020049982-000010#M439,0020049982-000010,DC01,PC,1250.0,0.8,810.0,21.5,217.4,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,74,1250.0,1.2,PC,0.0,False,False,True,False,False,False,118,60
0020050205-000070#M299,0020050205-000070,DC01,PC,1250.0,1.0,810.0,21.5,120.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,75,1250.0,0.8,PC,0.0,False,False,False,False,False,False,119,61
0020049982-000030#M444,0020049982-000030,DC01,PC,1250.0,1.0,810.0,21.5,97.42,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,76,1250.0,1.0,PC,0.0,False,False,False,False,False,False,120,62
0030085364-000070#M131,0030085364-000070,T1500HS,HOTFORM,1125.0,1.8,840.0,21.5,66.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1512.5,False,78,1250.0,1.0,PC,125.0,False,False,True,False,True,True,121,63
0030084741-000010#M213,0030084741-000010,HC340LA,低合金高强,1196.0,1.6,770.0,21.5,168.0,2025-11-30,小辊,small_only,1.0,770.0,770.0,small_roll,2025-11-30,1,1512.5,False,80,1125.0,1.8,HOTFORM,-71.0,True,False,False,False,True,True,122,64
0020049982-000040#M442,0020049982-000040,DC01,PC,1250.0,1.8,810.0,21.5,195.7,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,82,1196.0,1.6,低合金高强,-54.0,True,False,False,False,True,True,123,65
0020050290-000010#M251,0020050290-000010,THS2-TY,IF钢,1258.0,1.0,795.0,21.0,128.6,2025-10-31,大辊/小辊,dual,1.0,795.0,795.0,small_roll,2025-10-31,1,1512.5,False,84,1250.0,1.8,PC,-8.0,True,False,True,False,True,True,124,66
0030086425-000010#M16,0030086425-000010,HC340LA,低合金高强,1194.0,1.0,780.0,21.5,216.0,2025-11-10,小辊,small_only,1.0,780.0,780.0,small_roll,2025-11-10,1,1512.5,False,86,1258.0,1.0,IF钢,64.0,False,False,False,False,True,True,125,67
0030085323-000010#M98,0030085323-000010,HC340LA,低合金高强,1134.0,0.7,800.0,21.5,88.0,2025-10-31,小辊,small_only,1.0,800.0,800.0,small_roll,2025-10-31,1,1512.5,False,88,1194.0,1.0,低合金高强,60.0,False,False,True,False,False,False,126,68
