order_id,source_order_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,temp_min,temp_max,line,due_sort,line_source,campaign_id,campaign_tons,is_virtual,seq,prev_width,prev_thickness,prev_group,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,temp_conflict,group_switch,non_pc_direct_switch,global_seq,line_seq,campaign_seq,line_name,campaign_real_seq
0020049967-000030#M482,0020049967-000030,DC01-D,PC,1500.0,1.0,815.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,dual,3,1165.0,False,47,1500.0,1.35,PC,0.0,False,False,False,False,False,False,47,19,4,小辊线,4
0020049964-000030#M473,0020049964-000030,DC01-D,PC,1500.0,1.15,815.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,dual,3,1165.0,False,48,1500.0,1.0,PC,0.0,False,False,False,False,False,False,48,20,5,小辊线,5
0020049965-000050#M458,0020049965-000050,DC01-D,PC,1500.0,1.2,815.0,24.0,130.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,dual,3,1165.0,False,49,1500.0,1.15,PC,0.0,False,False,False,False,False,False,49,21,6,小辊线,6
0020049964-000060#M452,0020049964-000060,DC01-D,PC,1500.0,1.4,815.0,24.0,156.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,dual,3,1165.0,False,50,1500.0,1.2,PC,0.0,False,False,False,False,False,False,50,22,7,小辊线,7
0020049967-000040#M466,0020049967-000040,DC01-D,PC,1500.0,1.2,815.0,24.0,156.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,dual,3,1165.0,False,51,1500.0,1.4,PC,0.0,False,False,False,False,False,False,51,23,8,小辊线,8
0020050276-000050#M262,0020050276-000050,DC01,PC,1500.0,1.2,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,52,1500.0,1.2,PC,0.0,False,False,False,False,False,False,52,24,9,小辊线,9
0020049983-000130#M424,0020049983-000130,DC01,PC,1500.0,1.5,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,53,1500.0,1.2,PC,0.0,False,False,False,False,False,False,53,25,10,小辊线,10
0020049981-000020#M440,0020049981-000020,DC01,PC,1500.0,1.2,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,54,1500.0,1.5,PC,0.0,False,False,False,False,False,False,54,26,11,小辊线,11
0020050208-000020#M275,0020050208-000020,DC01,PC,1500.0,1.2,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,55,1500.0,1.2,PC,0.0,False,False,False,False,False,False,55,27,12,小辊线,12
0020050276-000060#M263,0020050276-000060,DC01,PC,1500.0,1.5,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,dual,3,1165.0,False,56,1500.0,1.2,PC,0.0,False,False,False,False,False,False,56,28,13,小辊线,13
