order_id,source_order_id,parent_order_id,lot_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,due_bucket,due_rank,line,line_source,proc_hours_big,proc_hours_small,proc_hours,is_virtual,force_break_before,campaign_id,seq,prev_width,prev_thickness,prev_group,prev_temp,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,group_switch,non_pc_direct_switch,temp_conflict,line_order_local,global_seq,line_seq,campaign_seq,campaign_real_seq,line_name,width_jump_violation_real,thickness_violation_real,temp_conflict_real,non_pc_direct_switch_real
0020049983-000080,0020049983-000080,0020049983-000080,0020049983-000080,DC01,普碳,1500.0,1.1,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,40,1500.0,1.15,普碳,810.0,0.0,False,False,False,False,False,False,40,40,40,40,40,小辊线,False,False,False,False
0020049964-000010,0020049964-000010,0020049964-000010,0020049964-000010,DC01-D,普碳,1500.0,1.0,810.0,24.0,53.36,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,41,1500.0,1.1,普碳,810.0,0.0,False,False,False,False,False,False,41,41,41,41,41,小辊线,False,False,False,False
0020050276-000040,0020050276-000040,0020050276-000040,0020050276-000040,DC01,普碳,1500.0,1.0,810.0,24.0,53.48,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,42,1500.0,1.0,普碳,810.0,0.0,False,False,False,False,False,False,42,42,42,42,42,小辊线,False,False,False,False
0020049981-000050,0020049981-000050,0020049981-000050,0020049981-000050,DC01,普碳,1500.0,1.0,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,43,1500.0,1.0,普碳,810.0,0.0,False,False,False,False,False,False,43,43,43,43,43,小辊线,False,False,False,False
0020049967-000030,0020049967-000030,0020049967-000030,0020049967-000030,DC01-D,普碳,1500.0,1.0,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,44,1500.0,1.0,普碳,810.0,0.0,False,False,False,False,False,False,44,44,44,44,44,小辊线,False,False,False,False
0020050208-000010,0020050208-000010,0020050208-000010,0020050208-000010,DC01,普碳,1500.0,1.0,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,45,1500.0,1.0,普碳,810.0,0.0,False,False,False,False,False,False,45,45,45,45,45,小辊线,False,False,False,False
0020049983-000060,0020049983-000060,0020049983-000060,0020049983-000060,DC01,普碳,1500.0,0.9,810.0,24.0,121.98,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2222222222222222,0.2807017543859649,0.2807017543859649,False,False,1,46,1500.0,1.0,普碳,810.0,0.0,False,False,False,False,False,False,46,46,46,46,46,小辊线,False,False,False,False
0020049965-000010,0020049965-000010,0020049965-000010,0020049965-000010,DC01-D,普碳,1500.0,0.8,810.0,24.0,52.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2222222222222222,0.2807017543859649,0.2807017543859649,False,False,1,47,1500.0,0.9,普碳,810.0,0.0,False,False,False,False,False,False,47,47,47,47,47,小辊线,False,False,False,False
0020049982-000020,0020049982-000020,0020049982-000020,0020049982-000020,DC01,普碳,1500.0,0.8,810.0,24.0,192.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2222222222222222,0.2807017543859649,0.2807017543859649,False,False,1,48,1500.0,0.8,普碳,810.0,0.0,False,False,False,False,False,False,48,48,48,48,48,小辊线,False,False,False,False
VIRTUAL-00007,,,,VIRTUAL_PC,PC,1500.0,0.7,810.0,20.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,49,1500.0,0.8,普碳,810.0,0.0,False,False,False,True,False,False,49,49,49,49,49,小辊线,False,False,False,False
0020049965-000070,0020049965-000070,0020049965-000070,0020049965-000070,DC01-D,普碳,1500.0,0.6,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.24390243902439027,0.3080872913992298,0.3080872913992298,False,False,1,50,1500.0,0.7,PC,810.0,0.0,False,False,False,True,False,False,50,50,50,50,50,小辊线,False,False,False,False
