order_id,source_order_id,parent_order_id,lot_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,due_bucket,due_rank,line,line_source,proc_hours_big,proc_hours_small,proc_hours,is_virtual,force_break_before,campaign_id,seq,prev_width,prev_thickness,prev_group,prev_temp,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,group_switch,non_pc_direct_switch,temp_conflict,line_order_local,global_seq,line_seq,campaign_seq,campaign_real_seq,line_name,width_jump_violation_real,thickness_violation_real,temp_conflict_real,non_pc_direct_switch_real
0030085350-000190,0030085350-000190,0030085350-000190,0030085350-000190,HC300LA,低合金高强,1230.0,0.7,790.0,21.5,120.0,2025-10-31,小辊,small_only,1,overdue,0,small_roll,small_only,0.19907407407407407,0.25146198830409355,0.25146198830409355,False,False,1,160,1240.0,0.892,PC,782.5,10.0,False,False,False,True,False,False,58,160,58,58,58,小辊线,False,False,False,False
VIRTUAL-00029,,,,VIRTUAL_PC,PC,1203.0,1.7,776.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,161,1230.0,0.7,低合金高强,790.0,27.0,False,False,True,True,False,True,59,161,59,59,59,小辊线,False,False,False,False
0030084741-000010,0030084741-000010,0030084741-000010,0030084741-000010,HC340LA,低合金高强,1196.0,1.6,770.0,21.5,168.0,2025-11-30,小辊,small_only,1,overdue,0,small_roll,small_only,0.17916666666666667,0.22631578947368422,0.22631578947368422,False,False,1,162,1203.0,1.7,PC,776.25,7.0,False,False,False,True,False,False,60,162,60,60,60,小辊线,False,False,False,False
VIRTUAL-00030,,,,VIRTUAL_PC,PC,1195.0,1.3,775.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,163,1196.0,1.6,低合金高强,770.0,1.0,False,False,False,True,False,False,61,163,61,61,61,小辊线,False,False,False,False
0030086425-000010,0030086425-000010,0030086425-000010,0030086425-000010,HC340LA,低合金高强,1194.0,1.0,780.0,21.5,216.0,2025-11-10,小辊,small_only,1,overdue,0,small_roll,small_only,0.17916666666666667,0.22631578947368422,0.22631578947368422,False,False,1,164,1195.0,1.3,PC,775.0,1.0,False,False,False,True,False,False,62,164,62,62,62,小辊线,False,False,False,False
VIRTUAL-00031,,,,VIRTUAL_PC,PC,1194.0,0.85,790.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,165,1194.0,1.0,低合金高强,780.0,0.0,False,False,False,True,False,False,63,165,63,63,63,小辊线,False,False,False,False
0030085323-000020,0030085323-000020,0030085323-000020,0030085323-000020,HC340LA,低合金高强,1194.0,0.7,800.0,21.5,72.0,2025-10-31,小辊,small_only,1,overdue,0,small_roll,small_only,0.19907407407407407,0.25146198830409355,0.25146198830409355,False,False,1,166,1194.0,0.85,PC,790.0,0.0,False,False,False,True,False,False,64,166,64,64,64,小辊线,False,False,False,False
VIRTUAL-00032,,,,VIRTUAL_PC,PC,1183.2,0.83,806.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,167,1194.0,0.7,低合金高强,800.0,10.799999999999955,False,False,False,True,False,False,65,167,65,65,65,小辊线,False,False,False,False
VIRTUAL-00033,,,,VIRTUAL_PC,PC,1172.4,0.96,812.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,168,1183.2,0.83,PC,806.0,10.799999999999955,False,False,False,False,False,False,66,168,66,66,66,小辊线,False,False,False,False
VIRTUAL-00034,,,,VIRTUAL_PC,PC,1161.6,1.09,818.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,169,1172.4,0.96,PC,812.0,10.800000000000182,False,False,False,False,False,False,67,169,67,67,67,小辊线,False,False,False,False
VIRTUAL-00035,,,,VIRTUAL_PC,PC,1150.8,1.22,824.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,170,1161.6,1.09,PC,818.0,10.799999999999955,False,False,False,False,False,False,68,170,68,68,68,小辊线,False,False,False,False
0030080084-000110,0030080084-000110,0030080084-000110,0030080084-000110,HC260Y,加磷高强、烘烤硬化钢,1140.0,1.35,830.0,21.5,66.0,2025-09-30,小辊,small_only,1,overdue,0,small_roll,small_only,0.17916666666666667,0.22631578947368422,0.22631578947368422,False,False,1,171,1150.8,1.22,PC,824.0,10.799999999999955,False,False,False,True,False,False,69,171,69,69,69,小辊线,False,False,False,False
VIRTUAL-00036,,,,VIRTUAL_PC,PC,1138.0,1.133,820.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,172,1140.0,1.35,加磷高强、烘烤硬化钢,830.0,2.0,False,False,False,True,False,False,70,172,70,70,70,小辊线,False,False,False,False
VIRTUAL-00037,,,,VIRTUAL_PC,PC,1136.0,0.917,810.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,173,1138.0,1.133,PC,820.0,2.0,False,False,False,False,False,False,71,173,71,71,71,小辊线,False,False,False,False
0030085323-000010,0030085323-000010,0030085323-000010,0030085323-000010,HC340LA,低合金高强,1134.0,0.7,800.0,21.5,88.0,2025-10-31,小辊,small_only,1,overdue,0,small_roll,small_only,0.19907407407407407,0.25146198830409355,0.25146198830409355,False,False,1,174,1136.0,0.917,PC,810.0,2.0,False,False,False,True,False,False,72,174,72,72,72,小辊线,False,False,False,False
VIRTUAL-00038,,,,VIRTUAL_PC,PC,1056.3,1.5,791.6666666666666,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,175,1134.0,0.7,低合金高强,800.0,77.70000000000005,False,False,True,True,False,False,73,175,73,73,73,小辊线,False,False,False,False
VIRTUAL-00039,,,,VIRTUAL_PC,PC,987.7,1.2,800.8333333333334,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,176,1056.3,1.5,PC,791.6666666666666,68.59999999999991,False,False,False,False,False,False,74,176,74,74,74,小辊线,False,False,False,False
0020049280-000020,0020049280-000020,0020049280-000020,0020049280-000020,DC01,普碳,919.0,0.9,810.0,18.5,84.8,2025-11-15,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.1712962962962963,0.21637426900584794,0.21637426900584794,False,False,1,177,987.7,1.2,PC,800.8333333333334,68.70000000000005,False,False,False,True,False,False,75,177,75,75,75,小辊线,False,False,False,False
